"day","node","q05","q5","q95","mean","q10","q25","q75","q90","q025","q975","measure","date"
65,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-03-06
66,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-03-07
67,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-03-08
68,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-03-09
69,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-03-10
70,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-03-11
71,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-03-12
72,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-03-13
73,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-03-14
74,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-03-15
75,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-03-16
76,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-03-17
77,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-03-18
78,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-03-19
79,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-03-20
80,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-03-21
81,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-03-22
82,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-03-23
83,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-03-24
84,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-03-25
85,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-03-26
86,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-03-27
87,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-03-28
88,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-03-29
89,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-03-30
90,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-03-31
91,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-04-01
92,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-04-02
93,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-04-03
94,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-04-04
95,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-04-05
96,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-04-06
97,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-04-07
98,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-04-08
99,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-04-09
100,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-04-10
101,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-04-11
102,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-04-12
103,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-04-13
104,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-04-14
105,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-04-15
106,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-04-16
107,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-04-17
108,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-04-18
109,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-04-19
110,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-04-20
111,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-04-21
112,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-04-22
113,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-04-23
114,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-04-24
115,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-04-25
116,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-04-26
117,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-04-27
118,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-04-28
119,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-04-29
120,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-04-30
121,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-05-01
122,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-05-02
123,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-05-03
124,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-05-04
125,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-05-05
126,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-05-06
127,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-05-07
128,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-05-08
129,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-05-09
130,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-05-10
131,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-05-11
132,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-05-12
133,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-05-13
134,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-05-14
135,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-05-15
136,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-05-16
137,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-05-17
138,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-05-18
139,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-05-19
140,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-05-20
141,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-05-21
142,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-05-22
143,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-05-23
144,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-05-24
145,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-05-25
146,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-05-26
147,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-05-27
148,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-05-28
149,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-05-29
150,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-05-30
151,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-05-31
152,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-06-01
153,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-06-02
154,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-06-03
155,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-06-04
156,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-06-05
157,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-06-06
158,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-06-07
159,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-06-08
160,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-06-09
161,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-06-10
162,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-06-11
163,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-06-12
164,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-06-13
165,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-06-14
166,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-06-15
167,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-06-16
168,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-06-17
169,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-06-18
170,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-06-19
171,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-06-20
172,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-06-21
173,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-06-22
174,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-06-23
175,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-06-24
176,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-06-25
177,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-06-26
178,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-06-27
179,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-06-28
180,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-06-29
181,"P1_NS_S1Cap_S2los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-06-30
1,"P1_NS_S1Cap_S2los_S1Arr",153.38,159.8,165.46,159.576,154.36,156.5,162.4,164.44,147.93,166,"occ",2023-01-01
2,"P1_NS_S1Cap_S2los_S1Arr",74.72,87.6,96,86.96,78.76,82.2,91.6,94.84,73.38,97.24,"occ",2023-01-02
3,"P1_NS_S1Cap_S2los_S1Arr",54.8,68.6,77.1,66.312,56.76,59,71.6,74.88,53.25,78.62,"occ",2023-01-03
4,"P1_NS_S1Cap_S2los_S1Arr",45.44,57.8,72.52,58.624,48.68,53.2,65.1,69.6,43.07,73.91,"occ",2023-01-04
5,"P1_NS_S1Cap_S2los_S1Arr",39.96,53.4,66.4,53.04,41.16,46.9,58.6,65.64,38.36,70.12,"occ",2023-01-05
6,"P1_NS_S1Cap_S2los_S1Arr",36.6,50.4,60.16,49.32,40.68,42.9,55.4,57.32,33.56,64.7,"occ",2023-01-06
7,"P1_NS_S1Cap_S2los_S1Arr",35.3,44.6,57.82,45.272,37.84,40.4,51.4,54.08,28.51,58.31,"occ",2023-01-07
8,"P1_NS_S1Cap_S2los_S1Arr",26.72,36.4,48.84,36.632,28.4,32.4,41.4,44.92,25.69,49.51,"occ",2023-01-08
9,"P1_NS_S1Cap_S2los_S1Arr",20.76,28.8,38.04,29.008,21.6,24.8,32.8,36.08,19.78,38.4,"occ",2023-01-09
10,"P1_NS_S1Cap_S2los_S1Arr",22.58,29.2,38.84,30.088,23.56,26.6,33.8,36.96,21.16,39.82,"occ",2023-01-10
11,"P1_NS_S1Cap_S2los_S1Arr",23.16,33.2,41.82,32.832,24.72,29.6,37.1,40.48,20.01,43.55,"occ",2023-01-11
12,"P1_NS_S1Cap_S2los_S1Arr",25.96,34,41.9,33.848,27.52,29.7,38,39.68,24.67,44.04,"occ",2023-01-12
13,"P1_NS_S1Cap_S2los_S1Arr",24.36,34.4,45.2,34.624,27.04,29.8,39.1,42.08,23.07,47.37,"occ",2023-01-13
14,"P1_NS_S1Cap_S2los_S1Arr",25.16,34.6,43.86,34.008,27.12,30.1,37.8,42.04,23.25,45.64,"occ",2023-01-14
15,"P1_NS_S1Cap_S2los_S1Arr",20.76,28.4,36.04,28.056,22.32,25,31.1,34.4,19.78,37.33,"occ",2023-01-15
16,"P1_NS_S1Cap_S2los_S1Arr",14.94,22.4,29.02,22.344,16.76,20.2,24.8,27.24,14.4,29.82,"occ",2023-01-16
17,"P1_NS_S1Cap_S2los_S1Arr",17.96,25.4,31.6,25.04,19.92,21.7,26.8,30.04,17.29,33.15,"occ",2023-01-17
18,"P1_NS_S1Cap_S2los_S1Arr",21.78,31,38.04,30.192,23.12,25.5,34,35.72,21.6,38.4,"occ",2023-01-18
19,"P1_NS_S1Cap_S2los_S1Arr",22.98,32.6,40.04,32.56,25.16,28.6,36.8,38.84,22.18,41.64,"occ",2023-01-19
20,"P1_NS_S1Cap_S2los_S1Arr",22.5,32.2,42.4,32.504,25.12,28.5,35.6,40.48,20.36,42.71,"occ",2023-01-20
21,"P1_NS_S1Cap_S2los_S1Arr",24,33,42.52,33.16,25.12,29.3,36.4,40,23.07,45.46,"occ",2023-01-21
22,"P1_NS_S1Cap_S2los_S1Arr",18.36,25.6,35.02,26.608,22.36,24.1,29.8,33.64,15.83,35.51,"occ",2023-01-22
23,"P1_NS_S1Cap_S2los_S1Arr",13.74,20.6,28.26,21.104,15.6,18.1,24.4,27.6,13.2,29.11,"occ",2023-01-23
24,"P1_NS_S1Cap_S2los_S1Arr",16.14,24.4,35.02,24.368,17.92,20,27.6,33.36,15.6,35.2,"occ",2023-01-24
25,"P1_NS_S1Cap_S2los_S1Arr",18.18,27.2,38.56,27.792,19.48,23.6,31.5,35.72,17.07,40,"occ",2023-01-25
26,"P1_NS_S1Cap_S2los_S1Arr",21.74,30.2,41.6,31.056,23.96,26.9,35,38.4,20.27,42.84,"occ",2023-01-26
27,"P1_NS_S1Cap_S2los_S1Arr",23.56,31,41.24,32.096,24.76,28.4,35.1,39.6,21.65,43.46,"occ",2023-01-27
28,"P1_NS_S1Cap_S2los_S1Arr",22.72,30.4,37.24,30.544,23.6,26.3,33.9,35.32,21.69,41.94,"occ",2023-01-28
29,"P1_NS_S1Cap_S2los_S1Arr",16.98,24.2,31.72,24.336,18.36,20.2,27.6,29.68,16.49,33.11,"occ",2023-01-29
30,"P1_NS_S1Cap_S2los_S1Arr",13.2,18.4,27.24,19.336,14,15.6,23,24.88,12.58,28.22,"occ",2023-01-30
31,"P1_NS_S1Cap_S2los_S1Arr",14.58,22.6,32.38,22.888,16.32,18.5,26.8,29.28,14.09,35.55,"occ",2023-01-31
32,"P1_NS_S1Cap_S2los_S1Arr",16.54,26.4,38.22,26.928,17.6,22.9,31.2,34.8,15.38,39.64,"occ",2023-02-01
33,"P1_NS_S1Cap_S2los_S1Arr",16.94,28.6,37.82,28.368,19.16,25.3,32.4,36.12,14.23,39.24,"occ",2023-02-02
34,"P1_NS_S1Cap_S2los_S1Arr",20.28,28.8,40.44,29.56,21.6,26,33.2,38.04,17.03,41.11,"occ",2023-02-03
35,"P1_NS_S1Cap_S2los_S1Arr",24.18,30.8,42.34,31.76,24.4,26.9,36.3,40.8,21.52,43.91,"occ",2023-02-04
36,"P1_NS_S1Cap_S2los_S1Arr",18.58,25,34.92,25.808,19.6,22.4,29.9,32.4,17.78,36.31,"occ",2023-02-05
37,"P1_NS_S1Cap_S2los_S1Arr",13.78,20.4,27.46,20.336,14.76,17,23.2,25.68,13.6,28,"occ",2023-02-06
38,"P1_NS_S1Cap_S2los_S1Arr",15.96,23,31.46,23.496,17.56,19.6,26.8,30.4,15.6,33.55,"occ",2023-02-07
39,"P1_NS_S1Cap_S2los_S1Arr",18.98,27.4,37.24,27.928,21.08,23.3,32.2,35.6,18.8,39.46,"occ",2023-02-08
40,"P1_NS_S1Cap_S2los_S1Arr",20.58,29.6,39.02,29.88,22.32,24.8,35.1,38.04,19.47,40.44,"occ",2023-02-09
41,"P1_NS_S1Cap_S2los_S1Arr",22.98,31.8,42.66,31.8,24.32,27.3,35.5,38.84,18.77,43.82,"occ",2023-02-10
42,"P1_NS_S1Cap_S2los_S1Arr",23.78,31.6,42.48,32.064,24.8,28.3,35.6,39,23.6,43.51,"occ",2023-02-11
43,"P1_NS_S1Cap_S2los_S1Arr",16.32,25.4,33.82,25.472,18.28,21.7,29.5,32.52,14.98,34,"occ",2023-02-12
44,"P1_NS_S1Cap_S2los_S1Arr",12.18,19.8,25.86,19.784,14.2,17.2,23.5,24.84,11.69,26.71,"occ",2023-02-13
45,"P1_NS_S1Cap_S2los_S1Arr",16,24,32.66,23.688,16.8,19.2,27.9,31.2,15.69,33.2,"occ",2023-02-14
46,"P1_NS_S1Cap_S2los_S1Arr",20.94,29.8,37.82,29.432,21.96,25.7,33.1,37.24,19.47,38.62,"occ",2023-02-15
47,"P1_NS_S1Cap_S2los_S1Arr",22.58,30.8,38.66,30.808,25.92,28.4,33.6,37.24,20.85,39.82,"occ",2023-02-16
48,"P1_NS_S1Cap_S2los_S1Arr",26.76,32.8,40,32.968,27.2,30,35.9,38.84,26.09,42.48,"occ",2023-02-17
49,"P1_NS_S1Cap_S2los_S1Arr",24,33.4,40.04,32.792,24.76,29.3,37.2,39.2,22.76,41.95,"occ",2023-02-18
50,"P1_NS_S1Cap_S2los_S1Arr",18.18,26.4,34.22,26.296,18.76,24,28.8,32.84,17.69,35.64,"occ",2023-02-19
51,"P1_NS_S1Cap_S2los_S1Arr",14.94,20.4,27.24,20.832,16.36,18.5,22.8,26.44,14.4,27.91,"occ",2023-02-20
52,"P1_NS_S1Cap_S2los_S1Arr",16.54,22.8,31.02,23.272,18.32,20.4,26.8,28.96,15.69,32.44,"occ",2023-02-21
53,"P1_NS_S1Cap_S2los_S1Arr",19.96,28,35.42,28.224,21.56,24.9,31.8,34.44,19.6,37.46,"occ",2023-02-22
54,"P1_NS_S1Cap_S2los_S1Arr",19.56,30.4,38.42,29.912,23.96,26,32.7,35.24,19.2,41.33,"occ",2023-02-23
55,"P1_NS_S1Cap_S2los_S1Arr",22.18,30.6,40.22,31.024,23.88,26.4,35,39.6,21.38,43.81,"occ",2023-02-24
56,"P1_NS_S1Cap_S2los_S1Arr",21.56,30.2,44.7,31.48,22.4,27.3,35.4,42.16,20.89,46.84,"occ",2023-02-25
57,"P1_NS_S1Cap_S2los_S1Arr",16.58,24.4,35.68,25.056,18.36,21.8,27.5,32.88,15.78,38.26,"occ",2023-02-26
58,"P1_NS_S1Cap_S2los_S1Arr",13.38,18.8,28.8,19.68,14.76,16.5,21.9,27.68,13.2,29.11,"occ",2023-02-27
59,"P1_NS_S1Cap_S2los_S1Arr",14.76,22.2,31.24,22.768,17.96,19.7,26,29.6,14.4,31.91,"occ",2023-02-28
60,"P1_NS_S1Cap_S2los_S1Arr",19.6,27.4,41.46,28.584,20.4,24.4,32.8,37.24,18.98,42.31,"occ",2023-03-01
61,"P1_NS_S1Cap_S2los_S1Arr",20.58,30,42.44,30.984,23.16,26,36.3,41.24,20.4,43.42,"occ",2023-03-02
62,"P1_NS_S1Cap_S2los_S1Arr",22.32,30.8,42.44,32.36,24.8,28.1,38,40.12,20.98,43.42,"occ",2023-03-03
63,"P1_NS_S1Cap_S2los_S1Arr",20.76,32.6,45.02,32.752,24,27.9,36.6,43.64,20.4,47.06,"occ",2023-03-04
64,"P1_NS_S1Cap_S2los_S1Arr",16.46,26.2,37.82,26.88,19.48,22.5,30.8,35.68,14.27,38.93,"occ",2023-03-05
65,"P1_NS_S1Cap_S2los_S1Arr",13.16,20.2,29.42,21.184,14.76,17.6,24.6,28.8,12.18,33.63,"occ",2023-03-06
66,"P1_NS_S1Cap_S2los_S1Arr",14.8,22.8,34.22,24.088,17.12,18.8,29,33.28,14.8,35.64,"occ",2023-03-07
67,"P1_NS_S1Cap_S2los_S1Arr",19.84,28.8,39.32,29.384,23.48,25.2,34,36.04,18.4,42.57,"occ",2023-03-08
68,"P1_NS_S1Cap_S2los_S1Arr",23.16,32.2,43.9,32.344,24.36,28.1,36.6,38.44,20.94,44.8,"occ",2023-03-09
69,"P1_NS_S1Cap_S2los_S1Arr",21.2,32,42.62,32.496,24.64,28.9,37.6,41.2,19.96,43.11,"occ",2023-03-10
70,"P1_NS_S1Cap_S2los_S1Arr",19.52,32.4,43.42,31.92,23.32,28.1,36.8,38.84,18.49,44.22,"occ",2023-03-11
71,"P1_NS_S1Cap_S2los_S1Arr",15.2,26.2,33.24,25.552,18.48,21.5,29.5,32.4,13.03,34.53,"occ",2023-03-12
72,"P1_NS_S1Cap_S2los_S1Arr",11.12,21.2,27.02,20.424,13.16,17.8,23.6,26,10.09,27.51,"occ",2023-03-13
73,"P1_NS_S1Cap_S2los_S1Arr",14.76,23.4,32.04,23.456,15.96,19.6,28.4,30.48,13.47,32.71,"occ",2023-03-14
74,"P1_NS_S1Cap_S2los_S1Arr",18.98,28.2,39.28,28.024,20,23,31.9,37.6,18.18,40.31,"occ",2023-03-15
75,"P1_NS_S1Cap_S2los_S1Arr",19.74,31.2,43.82,30.624,21.48,26.1,35.1,40.52,16.72,44,"occ",2023-03-16
76,"P1_NS_S1Cap_S2los_S1Arr",18.06,32.6,44.3,31.744,21.04,26.6,37.1,41.68,16.49,45.51,"occ",2023-03-17
77,"P1_NS_S1Cap_S2los_S1Arr",19.52,30.4,43.06,31.04,22.32,26.9,35.8,39.72,18.49,44.22,"occ",2023-03-18
78,"P1_NS_S1Cap_S2los_S1Arr",14.36,24.6,33.86,24.512,15.16,21.6,28.7,32.8,12.76,34.71,"occ",2023-03-19
79,"P1_NS_S1Cap_S2los_S1Arr",9.78,18.8,26.88,19.184,12.2,15.6,22.8,25.6,9.29,30.39,"occ",2023-03-20
80,"P1_NS_S1Cap_S2los_S1Arr",13.78,21.8,30.74,21.672,14.8,17.6,25,28.44,12.98,33.86,"occ",2023-03-21
81,"P1_NS_S1Cap_S2los_S1Arr",17.92,27.2,35.76,27.424,20.24,24.1,31.5,33.64,15.65,38.75,"occ",2023-03-22
82,"P1_NS_S1Cap_S2los_S1Arr",20.32,30.4,43.42,31.4,23.16,26.1,36.7,40.64,19.29,45.15,"occ",2023-03-23
83,"P1_NS_S1Cap_S2los_S1Arr",23.16,31.8,48.08,33.696,24.4,27.7,38.1,45.64,22.8,48.8,"occ",2023-03-24
84,"P1_NS_S1Cap_S2los_S1Arr",21.4,32.2,49.1,33.416,25.52,27.8,37.8,43.76,19.29,50,"occ",2023-03-25
85,"P1_NS_S1Cap_S2los_S1Arr",17.12,26,37.5,26.864,19.56,22.9,29.8,34.52,15.78,40.26,"occ",2023-03-26
86,"P1_NS_S1Cap_S2los_S1Arr",12.9,21.2,28.66,21.04,14.72,17.7,24.2,27.64,11.38,30.13,"occ",2023-03-27
87,"P1_NS_S1Cap_S2los_S1Arr",16.4,25,33.86,24.816,17.96,20.4,28.4,32.04,15.16,35.33,"occ",2023-03-28
88,"P1_NS_S1Cap_S2los_S1Arr",19.38,28.8,39.02,29.24,20.76,24.8,33.8,37.68,18.89,40.13,"occ",2023-03-29
89,"P1_NS_S1Cap_S2los_S1Arr",22.98,32.6,42.84,32.528,25,28.4,36.7,39.64,22.49,43.51,"occ",2023-03-30
90,"P1_NS_S1Cap_S2los_S1Arr",22.36,33.4,43.9,33.24,25.16,29.3,37.1,41.64,21.38,45.11,"occ",2023-03-31
91,"P1_NS_S1Cap_S2los_S1Arr",24.4,31.4,43.24,32.8,25.56,28.8,36.8,40.2,24.4,46.7,"occ",2023-04-01
92,"P1_NS_S1Cap_S2los_S1Arr",18.58,25,32.88,25.632,19.96,22.8,28.3,31.24,18.09,34.22,"occ",2023-04-02
93,"P1_NS_S1Cap_S2los_S1Arr",14.18,20,27.5,20.28,14.8,17.3,23.1,25.32,14,28.4,"occ",2023-04-03
94,"P1_NS_S1Cap_S2los_S1Arr",15.38,23,30.22,22.96,15.96,19.5,26.5,28.88,13.34,33.81,"occ",2023-04-04
95,"P1_NS_S1Cap_S2los_S1Arr",20.58,29.2,40.44,29.224,21.88,24.9,32.7,36.4,20.09,43.59,"occ",2023-04-05
96,"P1_NS_S1Cap_S2los_S1Arr",20.9,31.8,44.2,31.448,22.8,26,34.3,41.28,18.14,49.41,"occ",2023-04-06
97,"P1_NS_S1Cap_S2los_S1Arr",20.76,32.6,44.68,32.48,22.32,27.6,37.9,40.84,17.61,48.75,"occ",2023-04-07
98,"P1_NS_S1Cap_S2los_S1Arr",22.36,31.4,43.6,32.512,24.4,26.4,38.6,42.08,20.76,44.22,"occ",2023-04-08
